# ----------------------------------------,,,,,,,,,
Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Organic Search,2024041318,54,64,35,44.546875,0.648148148,3.875,0.546875,248
Organic Search,2024041612,54,64,32,43.171875,0.592592593,3.921875,0.5,251
Organic Search,2024042413,54,65,40,51.09230769,0.740740741,4.846153846,0.615384615,315
Organic Search,2024042421,54,57,36,35.63157895,0.666666667,4.280701754,0.631578947,244
Organic Search,2024042615,54,58,38,194.4827586,0.703703704,4.034482759,0.655172414,234
Organic Search,2024042621,54,58,34,39.46551724,0.62962963,4.155172414,0.586206897,241
Organic Search,2024050116,54,62,29,42.12903226,0.537037037,4.435483871,0.467741935,275
Organic Search,2024050213,54,67,43,39.13432836,0.796296296,3.880597015,0.641791045,260
Organic Social,2024041023,54,70,30,54.12857143,0.555555556,4.8,0.428571429,336
Organic Social,2024042119,54,67,42,54.71641791,0.777777778,5.388059701,0.626865672,361
Organic Social,2024042120,54,62,36,47.53225806,0.666666667,4.758064516,0.580645161,295
Organic Social,2024042722,54,69,35,27.55072464,0.648148148,4.115942029,0.507246377,284
Organic Social,2024050303,54,64,42,67.90625,0.777777778,5.59375,0.65625,358
Referral,2024040721,54,59,39,76.30508475,0.722222222,5.355932203,0.661016949,316
Referral,2024040914,54,57,43,172.5789474,0.796296296,7.456140351,0.754385965,425
Referral,2024041211,54,61,37,69.6557377,0.685185185,5.475409836,0.606557377,334
Referral,2024041721,54,68,43,87.44117647,0.796296296,5.823529412,0.632352941,396
Referral,2024042219,54,65,43,112.4461538,0.796296296,5.476923077,0.661538462,356
Referral,2024042911,54,63,43,94.93650794,0.796296296,5.968253968,0.682539683,376
Direct,2024040611,53,63,36,41.28571429,0.679245283,4.746031746,0.571428571,299
Direct,2024040813,53,63,34,38.82539683,0.641509434,4.111111111,0.53968254,259
Direct,2024041017,53,64,29,86.546875,0.547169811,4.90625,0.453125,314
Direct,2024041208,53,64,28,44.25,0.528301887,4.15625,0.4375,266
Direct,2024041300,53,68,28,37.30882353,0.528301887,4.161764706,0.411764706,283
Direct,2024041311,53,63,34,60.34920635,0.641509434,4.80952381,0.53968254,303
Direct,2024041316,53,67,29,26.53731343,0.547169811,3.388059701,0.432835821,227
Direct,2024041400,53,73,36,30.19178082,0.679245283,3.849315068,0.493150685,281
Direct,2024041511,53,64,28,44.0625,0.528301887,5.4375,0.4375,348
Direct,2024041615,53,68,38,31,0.716981132,4.382352941,0.558823529,298
Direct,2024041909,53,66,28,20.43939394,0.528301887,3.696969697,0.424242424,244
Direct,2024042219,53,64,29,39.4375,0.547169811,4.171875,0.453125,267
Direct,2024042610,53,68,38,68.14705882,0.716981132,4.558823529,0.558823529,310
Direct,2024050216,53,65,34,39.63076923,0.641509434,4.030769231,0.523076923,262
Organic Search,2024041013,53,69,36,56.23188406,0.679245283,4.768115942,0.52173913,329
Organic Search,2024041014,53,63,38,30,0.716981132,3.428571429,0.603174603,216
Organic Search,2024041021,53,59,36,47.6779661,0.679245283,4.559322034,0.610169492,269
Organic Search,2024041112,53,59,34,71.83050847,0.641509434,3.694915254,0.576271186,218
Organic Search,2024041219,53,65,41,49.53846154,0.773584906,3.676923077,0.630769231,239
Organic Search,2024041221,53,63,35,37.23809524,0.660377358,3.444444444,0.555555556,217
Organic Search,2024041314,53,59,40,57.54237288,0.754716981,5,0.677966102,295
Organic Search,2024041610,53,64,39,74.796875,0.735849057,5.109375,0.609375,327
Organic Search,2024041901,53,70,37,26.11428571,0.698113208,3.428571429,0.528571429,240
Organic Search,2024042710,53,57,33,33.29824561,0.622641509,4.192982456,0.578947368,239
Organic Social,2024041002,53,75,35,67.4,0.660377358,4.386666667,0.466666667,329
Organic Social,2024041622,53,60,38,60.36666667,0.716981132,5.516666667,0.633333333,331
Organic Social,2024041723,53,59,41,63.57627119,0.773584906,7.542372881,0.694915254,445
Organic Social,2024041908,53,67,30,35.3880597,0.566037736,4.179104478,0.447761194,280
Organic Social,2024042209,53,74,36,50.44594595,0.679245283,5.013513514,0.486486486,371
Referral,2024040723,53,61,40,71.42622951,0.754716981,5.06557377,0.655737705,309
Referral,2024040812,53,66,38,123.7727273,0.716981132,4.575757576,0.575757576,302
Referral,2024040912,53,61,40,93.45901639,0.754716981,6.081967213,0.655737705,371
Referral,2024041210,53,67,44,68.35820896,0.830188679,6.134328358,0.656716418,411
Referral,2024041511,53,60,43,100.55,0.811320755,5.2,0.716666667,312
Referral,2024041515,53,59,43,297.2033898,0.811320755,6.101694915,0.728813559,360
Referral,2024042020,53,61,37,103.7377049,0.698113208,5.967213115,0.606557377,364
Referral,2024042021,53,57,42,106.1052632,0.79245283,8.01754386,0.736842105,457
Referral,2024042422,53,66,38,95.13636364,0.716981132,4.878787879,0.575757576,322
Referral,2024042516,53,59,42,114.779661,0.79245283,6.237288136,0.711864407,368
Referral,2024042722,53,58,42,81.65517241,0.79245283,5.913793103,0.724137931,343
Referral,2024042821,53,61,41,81.09836066,0.773584906,6.114754098,0.672131148,373
Referral,2024043019,53,63,45,51.03174603,0.849056604,5.301587302,0.714285714,334
Direct,2024040621,52,63,32,72.50793651,0.615384615,5.380952381,0.507936508,339
Direct,2024040917,52,58,27,52.10344828,0.519230769,3.913793103,0.465517241,227
Direct,2024040922,52,62,33,70.66129032,0.634615385,4.258064516,0.532258065,264
Direct,2024041216,52,67,32,40,0.615384615,4.223880597,0.47761194,283
Direct,2024041320,52,57,29,56.63157895,0.557692308,4.877192982,0.50877193,278
Direct,2024041522,52,68,31,43.47058824,0.596153846,4.044117647,0.455882353,275
Direct,2024041613,52,56,28,34.375,0.538461538,3.732142857,0.5,209
Direct,2024041913,52,68,33,21.05882353,0.634615385,3.647058824,0.485294118,248
Direct,2024042218,52,64,31,38.359375,0.596153846,4.78125,0.484375,306
Direct,2024042422,52,68,25,46.60294118,0.480769231,3.441176471,0.367647059,234
Direct,2024042611,52,67,32,31.7761194,0.615384615,3.850746269,0.47761194,258
Direct,2024050320,52,68,26,45.19117647,0.5,4.176470588,0.382352941,284
Organic Search,2024040611,52,64,44,41.515625,0.846153846,3.953125,0.6875,253
Organic Search,2024040809,52,63,33,33.58730159,0.634615385,3.682539683,0.523809524,232
Organic Search,2024041020,52,70,34,65.35714286,0.653846154,3.814285714,0.485714286,267
Organic Search,2024041218,52,63,33,30.93650794,0.634615385,4.095238095,0.523809524,258
Organic Search,2024041417,52,64,42,55.109375,0.807692308,3.953125,0.65625,253
Organic Search,2024042320,52,63,39,23.41269841,0.75,3.428571429,0.619047619,216
Organic Search,2024042412,52,57,38,49.87719298,0.730769231,4.543859649,0.666666667,259
Organic Search,2024042820,52,62,37,53.88709677,0.711538462,4.693548387,0.596774194,291
Organic Search,2024042916,52,58,38,34.34482759,0.730769231,3.74137931,0.655172414,217
Organic Search,2024043010,52,59,31,38.05084746,0.596153846,4.084745763,0.525423729,241
Organic Search,2024050310,52,57,39,52.43859649,0.75,4.684210526,0.684210526,267
Organic Social,2024041502,52,58,38,57.03448276,0.730769231,5.293103448,0.655172414,307
Organic Social,2024041602,52,69,35,114.7681159,0.673076923,4.608695652,0.507246377,318
Organic Social,2024042202,52,61,31,43.63934426,0.596153846,4.491803279,0.508196721,274
Organic Social,2024042308,52,59,34,53.86440678,0.653846154,5.016949153,0.576271186,296
Organic Social,2024050101,52,78,36,50.47435897,0.692307692,4.051282051,0.461538462,316
Organic Social,2024050208,52,66,33,23.48484848,0.634615385,4.075757576,0.5,269
Organic Social,2024050302,52,63,35,32.31746032,0.673076923,4.841269841,0.555555556,305
Referral,2024040719,52,57,38,81.03508772,0.730769231,6.01754386,0.666666667,343
Referral,2024040822,52,64,34,82,0.653846154,4.578125,0.53125,293
Referral,2024041013,52,60,39,97.61666667,0.75,5.816666667,0.65,349
Referral,2024041114,52,61,36,74.1147541,0.692307692,4.278688525,0.590163934,261
Referral,2024041212,52,60,44,69.13333333,0.846153846,5.233333333,0.733333333,314
Referral,2024041216,52,63,42,80.52380952,0.807692308,5.555555556,0.666666667,350
Referral,2024041815,52,60,35,64.53333333,0.673076923,5.25,0.583333333,315
Referral,2024041820,52,61,31,39.52459016,0.596153846,4.37704918,0.508196721,267
Referral,2024041916,52,57,44,92.05263158,0.846153846,5.105263158,0.771929825,291
Referral,2024042221,52,62,40,115.6612903,0.769230769,7.370967742,0.64516129,457
Referral,2024042222,52,65,40,79.58461538,0.769230769,6.030769231,0.615384615,392
Referral,2024042314,52,62,42,259.0645161,0.807692308,5.64516129,0.677419355,350
Referral,2024042318,52,61,44,131.9180328,0.846153846,7.147540984,0.721311475,436
Referral,2024042411,52,57,47,122.4561404,0.903846154,6.789473684,0.824561404,387
Referral,2024042523,52,60,39,63,0.75,5.95,0.65,357
Referral,2024042610,52,59,48,70.96610169,0.923076923,5.661016949,0.813559322,334
Referral,2024042820,52,59,43,98.57627119,0.826923077,6.322033898,0.728813559,373
Referral,2024042910,52,61,39,99.01639344,0.75,5.770491803,0.639344262,352
Referral,2024050207,52,58,37,100.8103448,0.711538462,4.206896552,0.637931034,244
Direct,2024041015,51,62,29,26.41935484,0.568627451,3.741935484,0.467741935,232
Direct,2024041023,51,61,22,45.09836066,0.431372549,4.016393443,0.360655738,245
Direct,2024041113,51,69,30,67.57971014,0.588235294,4.043478261,0.434782609,279
Direct,2024041114,51,56,22,66.125,0.431372549,4.982142857,0.392857143,279
Direct,2024041117,51,59,28,68.91525424,0.549019608,5.661016949,0.474576271,334
Direct,2024041220,51,65,32,49.2,0.62745098,4.276923077,0.492307692,278
Direct,2024041319,51,71,31,35.33802817,0.607843137,3.690140845,0.436619718,262
Direct,2024041809,51,55,28,35.8,0.549019608,4.254545455,0.509090909,234
Direct,2024041922,51,66,30,50.8030303,0.588235294,4.075757576,0.454545455,269
Direct,2024042012,51,67,27,60.04477612,0.529411765,4.388059701,0.402985075,294
Direct,2024042119,51,62,24,43.91935484,0.470588235,3.564516129,0.387096774,221
Direct,2024042315,51,60,32,45.21666667,0.62745098,4.316666667,0.533333333,259
Direct,2024042420,51,61,33,63.39344262,0.647058824,5.081967213,0.540983607,310
Direct,2024042600,51,64,38,58.46875,0.745098039,4.828125,0.59375,309
Direct,2024042913,51,65,32,50.6,0.62745098,4.769230769,0.492307692,310
Direct,2024050114,51,62,28,46.61290323,0.549019608,3.903225806,0.451612903,242
Direct,2024050312,51,63,29,13.17460317,0.568627451,3.492063492,0.46031746,220
Organic Search,2024040614,51,56,40,78.41071429,0.784313725,4.392857143,0.714285714,246
Organic Search,2024040817,51,55,40,27.38181818,0.784313725,4.272727273,0.727272727,235
Organic Search,2024040917,51,59,35,28.83050847,0.68627451,4.322033898,0.593220339,255
Organic Search,2024041315,51,60,35,46.58333333,0.68627451,4.333333333,0.583333333,260
Organic Search,2024041321,51,60,28,32.96666667,0.549019608,3.433333333,0.466666667,206
Organic Search,2024041508,51,61,33,25.75409836,0.647058824,3.803278689,0.540983607,232
Organic Search,2024041909,51,60,36,68.73333333,0.705882353,4.05,0.6,243
Organic Search,2024042121,51,57,30,39.07017544,0.588235294,3.456140351,0.526315789,197
Organic Search,2024042122,51,65,40,44.67692308,0.784313725,4.030769231,0.615384615,262
Organic Search,2024042318,51,62,33,44.32258065,0.647058824,4.435483871,0.532258065,275
Organic Search,2024042516,51,58,37,46.9137931,0.725490196,4.379310345,0.637931034,254
Organic Search,2024042911,51,61,38,48.2295082,0.745098039,4.655737705,0.62295082,284
Organic Social,2024040909,51,67,37,55.91044776,0.725490196,5.119402985,0.552238806,343
Organic Social,2024041309,51,73,39,39.56164384,0.764705882,4.02739726,0.534246575,294
Organic Social,2024041802,51,68,35,58.44117647,0.68627451,4.235294118,0.514705882,288
Referral,2024040712,51,58,43,63.39655172,0.843137255,6.5,0.74137931,377
Referral,2024040720,51,66,42,103.9545455,0.823529412,5.272727273,0.636363636,348
Referral,2024040811,51,60,44,87.7,0.862745098,5.816666667,0.733333333,349
Referral,2024040818,51,56,39,61.07142857,0.764705882,5.821428571,0.696428571,326
Referral,2024041113,51,57,42,71.54385965,0.823529412,5.684210526,0.736842105,324
Referral,2024041119,51,58,39,71.20689655,0.764705882,8.586206897,0.672413793,498
Referral,2024041618,51,62,37,52.61290323,0.725490196,4.806451613,0.596774194,298
Referral,2024041719,51,62,37,51.72580645,0.725490196,4.129032258,0.596774194,256
Referral,2024041816,51,64,40,93.59375,0.784313725,5.953125,0.625,381
Referral,2024041913,51,59,44,62.10169492,0.862745098,5.033898305,0.745762712,297
Referral,2024042217,51,62,40,63.25806452,0.784313725,5.467741935,0.64516129,339
Referral,2024042416,51,58,43,87.81034483,0.843137255,6.413793103,0.74137931,372
Referral,2024042617,51,61,42,77.16393443,0.823529412,5.868852459,0.68852459,358
Referral,2024042711,51,60,46,103.55,0.901960784,6.75,0.766666667,405
Direct,2024040721,50,67,21,33.98507463,0.42,4.253731343,0.313432836,285
Direct,2024041000,50,74,24,40.74324324,0.48,3.486486486,0.324324324,258
Direct,2024041022,50,56,32,42.91071429,0.64,4.553571429,0.571428571,255
Direct,2024041116,50,56,22,69.67857143,0.44,4.25,0.392857143,238
Direct,2024041222,50,61,32,20.24590164,0.64,3.31147541,0.524590164,202
Direct,2024041312,50,63,34,46.01587302,0.68,4.920634921,0.53968254,310
Direct,2024041412,50,60,27,27.36666667,0.54,3.65,0.45,219
Direct,2024041900,50,68,32,89.16176471,0.64,3.691176471,0.470588235,251
Direct,2024042919,50,66,33,211.6060606,0.66,4.333333333,0.5,286
Direct,2024050214,50,63,27,127.7142857,0.54,4.920634921,0.428571429,310
Organic Search,2024040923,50,59,31,43.23728814,0.62,3.86440678,0.525423729,228
Organic Search,2024041411,50,55,33,40.49090909,0.66,3.890909091,0.6,214
Organic Search,2024041902,50,56,36,24.21428571,0.72,3.875,0.642857143,217
Organic Search,2024042016,50,58,40,35.74137931,0.8,4.293103448,0.689655172,249
Organic Search,2024042021,50,58,35,48.81034483,0.7,5.655172414,0.603448276,328
Organic Search,2024042520,50,54,35,58.53703704,0.7,3.981481481,0.648148148,215
Organic Search,2024042720,50,58,36,40.86206897,0.72,4.051724138,0.620689655,235
Organic Search,2024050319,50,61,30,22.54098361,0.6,3.590163934,0.491803279,219
Organic Social,2024041406,50,61,32,16.21311475,0.64,3.836065574,0.524590164,234
Organic Social,2024042323,50,55,32,79.87272727,0.64,5.909090909,0.581818182,325
Organic Social,2024042608,50,65,33,35.07692308,0.66,4.215384615,0.507692308,274
Referral,2024040611,50,55,39,63.23636364,0.78,6.127272727,0.709090909,337
Referral,2024040813,50,55,40,88.18181818,0.8,6.545454545,0.727272727,360
Referral,2024040817,50,55,37,158.1818182,0.74,5.254545455,0.672727273,289
Referral,2024041810,50,60,39,83.53333333,0.78,6.033333333,0.65,362
Referral,2024041818,50,61,38,89.83606557,0.76,5.573770492,0.62295082,340
Referral,2024042019,50,55,41,51.98181818,0.82,6.272727273,0.745454545,345
Referral,2024042119,50,57,35,47.26315789,0.7,4.929824561,0.614035088,281
Referral,2024042218,50,60,39,71.33333333,0.78,5.533333333,0.65,332
Referral,2024042519,50,58,39,74.94827586,0.78,6.25862069,0.672413793,363
Referral,2024042522,50,59,42,60.01694915,0.84,5.966101695,0.711864407,352
Referral,2024042714,50,55,37,94.67272727,0.74,7.854545455,0.672727273,432
Referral,2024043009,50,58,35,64.87931034,0.7,4.517241379,0.603448276,262
Referral,2024043020,50,60,41,44.03333333,0.82,4.266666667,0.683333333,256
Referral,2024050315,50,57,40,111.7192982,0.8,5.631578947,0.701754386,321
Direct,2024040610,49,60,24,45.33333333,0.489795918,5.1,0.4,306
Direct,2024041416,49,60,22,36.61666667,0.448979592,4.1,0.366666667,246
Direct,2024041523,49,63,27,22.61904762,0.551020408,3.111111111,0.428571429,196
Direct,2024041811,49,64,28,87.09375,0.571428571,3.96875,0.4375,254
Direct,2024043022,49,66,25,65.28787879,0.510204082,4.303030303,0.378787879,284
Direct,2024050115,49,64,21,28.8125,0.428571429,4.03125,0.328125,258
Direct,2024050209,49,61,29,77.80327869,0.591836735,4.606557377,0.475409836,281
Direct,2024050322,49,59,27,67.52542373,0.551020408,4.084745763,0.457627119,241
Organic Search,2024040616,49,61,31,33.3442623,0.632653061,3.967213115,0.508196721,242
Organic Search,2024040911,49,53,38,44.47169811,0.775510204,4.264150943,0.716981132,226
Organic Search,2024040916,49,54,37,64.44444444,0.755102041,3.87037037,0.685185185,209
Organic Search,2024041115,49,57,33,31.84210526,0.673469388,3.385964912,0.578947368,193
Organic Search,2024041217,49,58,35,65.25862069,0.714285714,4.051724138,0.603448276,235
Organic Search,2024041416,49,54,38,43.46296296,0.775510204,5.074074074,0.703703704,274
Organic Search,2024041523,49,59,32,29.91525424,0.653061224,3.389830508,0.542372881,200
Organic Search,2024041700,49,60,37,56.8,0.755102041,4.1,0.616666667,246
Organic Search,2024042309,49,58,34,36.67241379,0.693877551,4.568965517,0.586206897,265
Organic Search,2024042521,49,64,31,42.6875,0.632653061,3.546875,0.484375,227
Organic Search,2024042910,49,60,31,33.68333333,0.632653061,4.033333333,0.516666667,242
Organic Search,2024043022,49,59,33,57.13559322,0.673469388,4.152542373,0.559322034,245
Organic Search,2024050118,49,54,34,66.16666667,0.693877551,4.777777778,0.62962963,258
Organic Search,2024050313,49,54,30,38.98148148,0.612244898,4,0.555555556,216
Organic Social,2024040923,49,65,34,85.95384615,0.693877551,5.8,0.523076923,377
Organic Social,2024041008,49,74,33,28.02702703,0.673469388,3.932432432,0.445945946,291
Organic Social,2024041021,49,69,33,64.04347826,0.673469388,4.405797101,0.47826087,304
Organic Social,2024041601,49,74,32,43.55405405,0.653061224,4.189189189,0.432432432,310
Organic Social,2024041702,49,69,31,70.02898551,0.632653061,5.47826087,0.449275362,378
Organic Social,2024041706,49,69,28,24.52173913,0.571428571,3.884057971,0.405797101,268
Organic Social,2024041808,49,63,35,29.3015873,0.714285714,4.761904762,0.555555556,300
